t,R,S,I,sample
15.97236117711804,114.0,19596.0,290.0,16.0
15.972370111649402,115.0,19596.0,289.0,16.0
15.978188376004903,115.0,19595.0,290.0,16.0
15.978587457114298,115.0,19594.0,291.0,16.0
15.980232890715328,115.0,19593.0,292.0,16.0
15.980575551096798,115.0,19592.0,293.0,16.0
15.986880912896142,115.0,19591.0,294.0,16.0
15.995245912325224,116.0,19591.0,293.0,16.0
16.004814158822942,116.0,19590.0,294.0,16.0
16.008265226310993,116.0,19589.0,295.0,16.0
16.01020728976255,116.0,19588.0,296.0,16.0
16.01533841006605,116.0,19587.0,297.0,16.0
16.01893376359592,116.0,19586.0,298.0,16.0
16.020244855009047,116.0,19585.0,299.0,16.0
16.02422755801561,117.0,19585.0,298.0,16.0
16.028100505054923,118.0,19585.0,297.0,16.0
16.035749163433334,118.0,19584.0,298.0,16.0
16.036997914094513,118.0,19583.0,299.0,16.0
16.038417275923926,118.0,19582.0,300.0,16.0
16.05592605533845,118.0,19581.0,301.0,16.0
16.056187430037827,118.0,19580.0,302.0,16.0
16.062413100626472,118.0,19579.0,303.0,16.0
16.0635848054677,118.0,19578.0,304.0,16.0
16.064036686442428,119.0,19578.0,303.0,16.0
16.074798331705516,120.0,19578.0,302.0,16.0
16.07871408598916,120.0,19577.0,303.0,16.0
16.079378733716695,120.0,19576.0,304.0,16.0
16.080611947870107,120.0,19575.0,305.0,16.0
16.08713240419209,120.0,19574.0,306.0,16.0
16.093416069343903,120.0,19573.0,307.0,16.0
16.104017628190654,120.0,19572.0,308.0,16.0
16.115892881699885,120.0,19571.0,309.0,16.0
16.122748088549294,120.0,19570.0,310.0,16.0
16.12491831081855,120.0,19569.0,311.0,16.0
16.13236803264426,120.0,19568.0,312.0,16.0
16.134268412512917,120.0,19567.0,313.0,16.0
16.13600069665064,120.0,19566.0,314.0,16.0
16.137254857130344,120.0,19565.0,315.0,16.0
16.147031110828916,120.0,19564.0,316.0,16.0
16.14711564534414,121.0,19564.0,315.0,16.0
